unified_id,platform,source_category,vector_hint,text_clean,label
UID038672,YouTube,judi_online_pinjol,judi_online_pinjol,ya elah slot judi bola mending,judi_online_pinjol
UID033470,YouTube,judi_online_pinjol,judi_online_pinjol,jadi ketawa sendiri liat narsell...herannya berlebihan...masak baru tau klu judol itu penipuan..,judi_online_pinjol
UID009838,YouTube,peretasan_pencurian_identitas,judi_online_pinjol,bang tolong donk lacak penipu gestun paylater bisa gk bang takut ada yg kena lagi [EMOSI_SEDIH] [EMOSI_SEDIH],judi_online_pinjol
UID039823,YouTube,judi_online_pinjol,judi_online_pinjol,"lu dapet judol sejuta besok, lusa atau minggu depan lu bakal ngeluarin uang pribadi karena lu ngalamin hal apes yg ga diketahuin, entah kendaraan rusak, entah tv rusak, entah rumah rusak, entah sakit, entah kecelakaan, berikut dgn uang judol yg lu dpetin juga bakalan keluar lagi. itulah yg dimaksud keberkahan dalam hidup",judi_online_pinjol
UID038624,YouTube,judi_online_pinjol,judi_online_pinjol,dan gw rasa ini berlaku juga dg aplikasi jasa online..buktinya ada yg anyep ada yg gacor,judi_online_pinjol
UID045554,YouTube,judi_online_pinjol,judi_online_pinjol,"yang jadi masalah utama dri ilustrasi ini adalah akibat pekerjaan yang teledor sehingga harus ganti rugi, sedangkan mana ada uang segitu untuk ganti rugi, kemudian frustasi dengan kehidupan. pembelajaraannya bukan hanya tentang judol, tetapi berhati-hatilah dengan pekerjaan, karena pekerjaan pada umumnya, jika anda serius, anda akan dapat bonus, tetapi ketika anda down anda akan tanggung akibat buruk",judi_online_pinjol
UID045838,YouTube,judi_online_pinjol,judi_online_pinjol,"judul nya bkn karena judol sih, lebih karena susah cari kerja wkw",judi_online_pinjol
UID031637,YouTube,judi_online_pinjol,judi_online_pinjol,makasih abang marsel dan bang ronal kasian masyarakat banyak bodoh karena judol . [EMOSI_SEDIH],judi_online_pinjol
UID033673,YouTube,judi_online_pinjol,judi_online_pinjol,"situs gacor baru di 𝑱𝙀𝑵𝙄𝑼𝙎789,",judi_online_pinjol
UID051691,YouTube,malware_apk,malware_apk,"penipuan ini sudah sampai ke saya, langsung saya sadar kalau itu apk penipuan. makasih mas",malware_apk
UID039111,YouTube,judi_online_pinjol,judi_online_pinjol,bahas kecurangan tebak angka togel dunk bang..,judi_online_pinjol
UID038266,YouTube,judi_online_pinjol,judi_online_pinjol,gw sendiri g peduli mereka melarat karna judi tpi yg bikin kesal penjudi ini uang judi nya g berputar di indonesia melainkan dinegara org yg ngebuat mata uang jdi deflasi,judi_online_pinjol
UID033475,YouTube,judi_online_pinjol,judi_online_pinjol,"padahal sudah banyak konten kreator bikin edukasi untuk bongkar dunia perjudolan ini, banyak banget fakta"" yang tersampaikan. tapi apa? masayarakat kita masih belum bisa menerima ini, mirisnya mereka tau dampak dari judol seperti apa, tetap aja mereka yang udah kecanduan susah banget untuk berhenti",judi_online_pinjol
UID037472,YouTube,judi_online_pinjol,judi_online_pinjol,kenapa gak dari dulu bongkar judi penipuan sudah rugi banyak saya [EMOSI_SEDIH] [EMOSI_SEDIH],judi_online_pinjol
UID034660,YouTube,judi_online_pinjol,judi_online_pinjol,gwe nonton ini udah 10x dan akhirnya guwe insaf total alhamdulillah dapat hidayah.. aku main judol sejak 2019 sampai 2025 insaf. tankyu udah membantu bangt sekarang wudah normal hidup aku..,judi_online_pinjol
UID039207,YouTube,judi_online_pinjol,judi_online_pinjol,"saya mantan slotter kisah saya main slot bermula sejak kerja dipabrik, biasalah pengaruh temen² kerja yg doyan main slot juga, seumur hidup paling besar jp isi dalam scatter nya 2jt lah, rungkad nya mungkin hampir 10jt, tpi kalo nembak 400/ 700/ 800 mungkin adalah beberapa kali, kadang masih mikir juga kalo udh naik sampe 700rb dari modal 50rb pasti ku wd, cuma besok² nya separuh dari hasil wd pasti lari ke slot lgi cuma ganti situs aja, tpi tetap aja rungkad juga akhirnya, sampai lah pada titik gw banyak hutang, rokok pun ga kebeli, jatah bulanan untuk emak gw kadang kepotong atau bahkan ga ngasih gegara bayar hutang ini, ampun lah pokoknya, dan skrg gw dh tobat, doain biar gw istiqamah. slot anjgg emg. gw sampe skrg masih nombok hutang tiap bulan karena masih ada cicilan motor, perkiraan gw hutang bakal selesai pas dapat thr lebaran nnti. pokok nya jgn ngeslot lah anjg. kapok dah gw. memang sih gw masih penjudi receh tpi tetap aja rugi besar boskuuu. yg main slot pokoknya dongo",judi_online_pinjol
UID037323,YouTube,judi_online_pinjol,judi_online_pinjol,banyak pemain judol skrng inj,judi_online_pinjol
UID043712,YouTube,judi_online_pinjol,judi_online_pinjol,"judi itu mainan orang kaya,malah jadi mainan orang miskin",judi_online_pinjol
UID039303,YouTube,judi_online_pinjol,judi_online_pinjol,mantaaap semoga pada terhindar dari bahaya judi,judi_online_pinjol
UID044488,YouTube,judi_online_pinjol,judi_online_pinjol,"judol harapan menang ada, miskin sudah pasti!!",judi_online_pinjol
UID042769,YouTube,judi_online_pinjol,judi_online_pinjol,saya tidak kisah dari negara mana pun player judi online ini . even saya di malaysia pun muak dengan judi online . so sama sama kita stop la main judi online . lebih baik kita invest saham di bank,judi_online_pinjol
UID015938,YouTube,peretasan_pencurian_identitas,judi_online_pinjol,"ijin berbagi cerita.. 3 bulan yg lalu saudara kena tipu 2 jt..pelaku penipu itu modus jasa gestun.. convert,joki pinjol dll.. recehan - sampai jutaan dia ambil.. saya pun bantu saudara secara basic saja karna g paham it.. krna saudara ketipunya di marketplace si orange.. transaksi menggunakan scan barcode merchant yg ada di si orange.. saya pun lapor cs si orange.. dan melaporkan merchant'a.. krna saudara saya kenal di fb.. saya jg search akun/dan nomer hp si pelaku.. di tiap group-group convert, pinjol, gestun sampai group judi online satu persatu,selama 10 hari pencairan di sosmed.. ternyata bnyk korban'a jg dan saya ketemu info pelaku.. ada komplotan'a karena akun fb nya bnyk..dan teroganisir tp mau akun yg manapun klo kita baca satu satu dia bales komentar ujung ujung'a diarahkan ke nomer utama si pelaku.. hack/phising akun fb orang lain dan jd akun kw orang lain jg.. punya group yg di kelola sipelaku ada ribuan anggota.. dan si pelaku jd adminnya.. pelaku memakai scan barcode merchant orang lain tanpa izin.. nah di awal saya bilang melaporkan merchant di si orange ke cs.. ternyata merchant itu jg korban.. mengambil testimoni orang lain dan mengeditnya seolah itu testimoni dia.. saya jg dpt info jg klo pelaku di daerah tanggerang komplotan pengedar jg walau g tau ini valid atau tidak.. nah yg kocak salah satu akun'a ada yg ngeluh di group slot karena depo tp g dikirim kirim chip nya.. walau udah 3 bulan yg lalu saya masih pantau group dan pelaku'a..",phishing_rekayasa_sosial
UID031860,YouTube,judi_online_pinjol,judi_online_pinjol,"yg ga jelas komen lu, kan dia udah tobat bre dan yg buat situs juga bukan dia doang, makannya dibocorin skema penipuannya biar masyarakat sadar kalo sebenernya judol tuh penipuan",judi_online_pinjol
UID040941,YouTube,judi_online_pinjol,judi_online_pinjol,"[USER] bang malahan gw main sampe beberapa kali tapi ttp aja ga niat main wkwkwkwk, dari tahun” kamren gw liat d kampung gw banyak yg maen slott malahn besti w jga main slot alhamdulillah gw ga sampe ketagihan, ada 3/4kali gw depo menang sekali selebih nga hasil nya kalah auto pensi, meskipun gw sering di kasih oteng lah temen gw kalo abis jp, gw malas main asli dah wkwkwk malas aja suruh dia yang ngasih gw oteng lagi yg main, gw cuma ngikut makan makan nya aja",judi_online_pinjol
UID035069,YouTube,judi_online_pinjol,judi_online_pinjol,ketawa ketiwi gue ngeliat temen kecanduan judol sampe punya hutang 60jt lebih,judi_online_pinjol
UID031891,YouTube,judi_online_pinjol,judi_online_pinjol,dan govloknya teman gua kalo main judol itu percaya ada polanya,judi_online_pinjol
UID040049,YouTube,judi_online_pinjol,judi_online_pinjol,"ikalan nya aja skaming... di semua media flatform..ada...menyedihkan dulu jaman orba di kritik..oleh pergerakan 98 eh ga tau nya sekarang lebih marak dan hasil nya luar biasa transaksi nya .melebihi sdsb dan porkas bahkan toto dari malaysia.. mungkin kah yang dulu teriak²d. di era orba itu yang kalah judi juga ya .? dan kemarin² jadi pejabat di era mulyono termasuk budi arie dan mpud..kan ngaku nya pengherak 98"" bangga nya jadi penggerakan 98..era repot nasi nihh boss syenggol dong .!!!",judi_online_pinjol
UID032636,YouTube,judi_online_pinjol,judi_online_pinjol,"saya orang brengsek. judi, perempuan, miras, saya pernah terjun. semua laki2 jiwa judi itu wajar. yg membedakan itu di dalam kepala, ada yg namanya otak. nah kebanyakan org yg maen judol atw selingkuh itu otaknya nggak pd di pake. pernah beberapa kali maen slot, tp msh hitungan kelas teri. nggak saya lanjutkan, krn saya mikir, cara spt ini penipuan.",judi_online_pinjol
UID046413,YouTube,judi_online_pinjol,judi_online_pinjol,"ya disini ada dua pelajaran yang pertama jangan terkecoh oleh judol yg bagus yang kedua jangan pacaran,gara gara pacaran jadi punya anak kan makin susah lah",judi_online_pinjol
UID044682,YouTube,judi_online_pinjol,judi_online_pinjol,"judi oflin aja banyak curang nya. apalagi judi online, yg gampang di seting",judi_online_pinjol
UID043304,YouTube,judi_online_pinjol,judi_online_pinjol,"pantesan,,teman gua kerja sehari habis hari itu juga,,ternyata judol adalah penipuan & setingan. mending but beli kopi sama rokok dari pada buat bandar penipuan",judi_online_pinjol
UID042741,YouTube,judi_online_pinjol,judi_online_pinjol,yapp...terus sebarkan yang kaya gini...ada juga yang udah lama nyebarin bongkar situs kek ginian....chanelnya..ruang rehabilitasi judol...kalian boleh kunjungi ......disitu lebih lengkap,judi_online_pinjol
UID003089,YouTube,deepfake_penipuan_ai,judi_online_pinjol,"koh, misal kita masuk komplek/kantor tertentu diminta meninggalkan ktp, yang jadi pertanyaan apakah satpam bisa menyalahgunakan ktp kita untuk pinjol dengan data ktp kita dan uangnya cair ke rekening dia?",judi_online_pinjol
UID034441,YouTube,judi_online_pinjol,judi_online_pinjol,semoga ada yang tersadarkan ya amin gilak bgt soalnya judi + narkoba beh hancur hidup anak anak mu,judi_online_pinjol
UID015229,YouTube,peretasan_pencurian_identitas,phishing_rekayasa_sosial,baru j kmrn mau kena tipu.. untungnya no.otp nya gw ga ksih.. beruntung uang gw aman..,phishing_rekayasa_sosial
UID000864,X,judi_online_pinjol,judi_online_pinjol,[EMOSI_UANG] judi online resmi gampang wd slot qris cepat masuk ke link resmi: [URL] [URL],judi_online_pinjol
UID053472,X,deepfake_penipuan_ai,deepfake_penipuan_ai,"deepfake: kebenaran atau kebohongan? dengan kemajuan teknologi ai, deepfake semakin sulit dibedakan dari kenyataan. bagaimana cara mendeteksi konten palsu ini? ciri-ciri deepfake: - gerakan wajah tidak alami - perubahan cahaya tidak konsisten interlink itlg itl",deepfake_penipuan_ai
UID034157,YouTube,judi_online_pinjol,judi_online_pinjol,di daerah gw ada yg bundir karna judi [EMOSI_SEDIH],judi_online_pinjol
UID037144,YouTube,judi_online_pinjol,judi_online_pinjol,terimakasih pesulap merah hari ini sya stop judol,judi_online_pinjol
UID053770,X,penipuan_ewallet_qris,penipuan_ewallet_qris,dirut bsi buka suara soal heboh qris palsu yang ditempel di kotak amal sejumlah masjid. bisnisupdate update bisnis text [URL],penipuan_ewallet_qris
UID046269,YouTube,judi_online_pinjol,judi_online_pinjol,sebener nya gua lebih heran sama influencer/selebgram yg nge promosiin link judi online. kaga ada abisnya,judi_online_pinjol
UID042482,YouTube,judi_online_pinjol,judi_online_pinjol,takutnya abg yg ngebocorin situs judol malah jadi incaran bandarnya,judi_online_pinjol
UID035719,YouTube,judi_online_pinjol,judi_online_pinjol,bismillah niat berhenti slot.amin,judi_online_pinjol
UID035761,YouTube,judi_online_pinjol,judi_online_pinjol,slot demo ada?,judi_online_pinjol
UID031765,YouTube,judi_online_pinjol,judi_online_pinjol,"gw datang kesini untuk mengutarakan seputar judol! ijin min: seminggu lalu gw main disini total kekalahan 1.7, bener"" gak dikasih, semakin dikejar semakin jauh. 3 hari setelah kejadian gw balik main disitus yg sama modal 200rb main dari jam 10 malam sampai jam 3 pagi,dari permainan seperti biasa naik turun, kira"" jam 1 malam, tembus 900rb beli super sketer hrga 100 rb, dengan perkalian 500+ lanjut main idr gw hampir habis sisa 150 rb, pindah permainan masih di pragmatic, tapi live casino mega wheel. karna bermain sudah cukup berjam jam, pasang taruhan dari angka 5 8 10 20 30 dan 40 dengan masing-masing 10 rb dimomen itu angka 30 keluar dngan perkalian 500. min sya tembus 5 juta. langsung sya wd, pertanyaan sya apakah live casino permainan yg diseting juga? memang didalam permainan itu angka 1dan dua lebih banyak ketimbang angka"" besar. untuk mencapai kemanangan sangat lah kecil. coba min tolong jelaskan seputar live casino gw masih nahan untuk gak balik lagi main, karna ada rasa ketakutan kayak pertama gw main,",judi_online_pinjol
UID033441,YouTube,judi_online_pinjol,judi_online_pinjol,temen gua. maxwin 350jt lebih. gua saksi . modal nya 45jt. itu gmna ya ?,judi_online_pinjol
UID045657,YouTube,judi_online_pinjol,judi_online_pinjol,pemain judol pasti pada nonton,judi_online_pinjol
UID047861,YouTube,judi_online_pinjol,judi_online_pinjol,di balik bos pinjol elegal,judi_online_pinjol
UID003948,YouTube,penipuan_ewallet_qris,judi_online_pinjol,ak yakin slah satu yg komentr jdi korban slot.,judi_online_pinjol
UID039767,YouTube,judi_online_pinjol,judi_online_pinjol,"gw juga belajar untuk memahami judol dari (akun demo) dan gw memahami bahwa dari akun demo aja bisa kalah banyak apalagi akun real, udah pasti g bener dari judol slot ini",judi_online_pinjol
UID042099,YouTube,judi_online_pinjol,judi_online_pinjol,kalo judi togel gimana itu bang meresahkan juga itu judi berabad abad,judi_online_pinjol
UID035888,YouTube,judi_online_pinjol,judi_online_pinjol,selain judol kan ada jenis trending2 itu penipuan jga ap gmn,judi_online_pinjol
UID031939,YouTube,judi_online_pinjol,judi_online_pinjol,"untung saya tidak mau belajar yang namanya judol itu, aku liat teman² ku ga ada yg kaya yg malah rungkad terus hutang sana sini.. yg parah lagi sampai sama aktivitas hari² teganggu gampang malas",judi_online_pinjol
UID035261,YouTube,judi_online_pinjol,judi_online_pinjol,ga da nie yg promosiin judol dikoment ya.. biasanya ada aja yg spam iklan..,judi_online_pinjol
UID039743,YouTube,judi_online_pinjol,judi_online_pinjol,"emang parah judol,coba kl ga ada judul ga akan orang melarat",judi_online_pinjol
UID043592,YouTube,judi_online_pinjol,judi_online_pinjol,"kalau lihat gini para member judol ga sadar juga ,sdh kecanduan berat semoga allah beri kesadaran buat yg sdh kecanduan",judi_online_pinjol
UID053953,X,penipuan_ewallet_qris,penipuan_ewallet_qris,[USER] [USER] ini tampang pelaku yang tempelkan barcode qris palsu di kotak amal masjid! [URL],penipuan_ewallet_qris
UID054117,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"sorang pria kepergok cctv mengendap2 mengganti barcode qris kotak amal di masjid nurul imam di blok m dan masjid kalibata city tandain mukanya [USER] , kemungkinan jaringan dari teroris yg sedang mencari dana.. [URL]",penipuan_ewallet_qris
UID040326,YouTube,judi_online_pinjol,judi_online_pinjol,edukasiin judi togel juga bang,judi_online_pinjol
UID035440,YouTube,judi_online_pinjol,judi_online_pinjol,klo crypto gmn?? katanya judi berbalut invest??,judi_online_pinjol
UID034384,YouTube,judi_online_pinjol,judi_online_pinjol,"setelah melihat video ini saya akan berhenti judi online,dan memutuskan menjadi bandar",judi_online_pinjol
UID053784,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"bukan orang sembarangan, ini riwayat iman mahlil lubis tersangka qris palsu di kotak amal masjid [URL]",penipuan_ewallet_qris
UID038640,YouTube,judi_online_pinjol,judi_online_pinjol,masalahnya kominfonya kan kemaren2 malah jadi pelindung judol bukan blokir judol,judi_online_pinjol
UID044338,YouTube,judi_online_pinjol,judi_online_pinjol,sampai kiamat juga para penjudi itu gak bakalan berhenti bos..kalau masih ada bandar judol..satu satu nya cara menurut saya..semua ahli para ite kasih dong cara biar selalu menang.pasti ilang sendiri tu bandar2 nya..,judi_online_pinjol
UID045845,YouTube,judi_online_pinjol,judi_online_pinjol,langsung dapet 10t ampe gak main judi online,judi_online_pinjol
UID040707,YouTube,judi_online_pinjol,judi_online_pinjol,mana nhi para bandar katanya tergantung hoki ketahuan bohongy semua di bongkar sm pesulap merah...parah memang slot.pantas banyak yg bikin situs krn tau carany kaya,judi_online_pinjol
UID032163,YouTube,judi_online_pinjol,judi_online_pinjol,ayo bang gencarin edukasi stop judi online,judi_online_pinjol
UID050905,YouTube,malware_apk,malware_apk,"bang face saya pengguna apk whatsapp aero sudah 4 tahun,, apakah apk whatsapp tersebut berbahaya karena kalau update apknya ada tulisan muncul file tersebut mungkin mengandung virus berbahaya. terimakasih.",malware_apk
UID032568,YouTube,judi_online_pinjol,judi_online_pinjol,penidabet ..saya jp 200perak 4 angka ..di blokir..baru tau cara kerja bandar judol.,judi_online_pinjol
UID031482,YouTube,phishing_rekayasa_sosial,phishing_rekayasa_sosial,bener pa saya jugga pernah tertipu dengan modus pinjaman onlen mengatas namakan pinjaman dana di wasaf saya kirim data pribadi tapi sebelum di cairkan saya di suruh nabung di akun dana saya setelah nabung saldo saya hilang dibobol lewat kode otp saya turutin kemauan dia kalw tida katanya mau datang ke rumah sambil bawa pihak yg ber wajib saya ketakutan,phishing_rekayasa_sosial
UID037687,YouTube,judi_online_pinjol,judi_online_pinjol,situs slot gacor cari di google (olxtoto),judi_online_pinjol
UID038418,YouTube,judi_online_pinjol,judi_online_pinjol,pasti bakalan muncul lagi nih.di edit pake ai trus di promosiin slot.hati hati jangan ketipu iklan judol.lawan judol mulai dari diri sendiri.,judi_online_pinjol
UID053813,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"waspada! qris palsu berkedok amal sasar masjid istiqlal, ditemukan 50 stiker..... qris amal istiqlal [URL]",penipuan_ewallet_qris
UID038921,YouTube,judi_online_pinjol,judi_online_pinjol,gue dah hbs 800an jt buat judol. tp setelah lihat video ini. sdah stop. dan skrg memulai kerja dari nol lagi.,judi_online_pinjol
UID000896,X,judi_online_pinjol,judi_online_pinjol,"selamat siangg jokipinjol ku open terus yaa! buat kalian yg mau dibantu bayar tagihan legalnya dengan aman, tanpa sebar data, fee akhir, bisa langsung cusss wa aja. ga menerima pinpri!! zonauangㅤ pinjamanonline pinjol",judi_online_pinjol
UID000866,X,judi_online_pinjol,judi_online_pinjol,[USER] cuma takutnya dihubungin ke pihak kantor aja kak tataa krn banyak kasus di luar sana yg di keluarin dr kantor gara2 si pinjol udh ngespam nelfonin/email berkali.. bahkan smp ada yg kena ngehubungin email direktur kantor ituu,judi_online_pinjol
UID039199,YouTube,judi_online_pinjol,judi_online_pinjol,"""bisa diban kominfo"" apaan, sampe sekarang tetep masih ada jud*l, ngga di ban, malah dikasih motivasi ""berhentilah judol"" gitu doang, komintol komintol",judi_online_pinjol
UID045070,YouTube,judi_online_pinjol,judi_online_pinjol,gw kuliah it malah main judol bg,judi_online_pinjol
UID054844,X,peretasan_pencurian_identitas,peretasan_pencurian_identitas,jasa hack akun ig ada ga? zonauangᅠ,peretasan_pencurian_identitas
UID044452,YouTube,judi_online_pinjol,judi_online_pinjol,bang lu sering2 buat bongkar judi online sma orng ini lumayan bg jd masuk tv nanti tmbah cuan bg kalian ber2 biar ketar ketir bandar greget gw bandar tai,judi_online_pinjol
UID033373,YouTube,judi_online_pinjol,judi_online_pinjol,"abang ku, adik ku, ponakan ku penggila judol.... udah capek ngomongnya.",judi_online_pinjol
UID036537,YouTube,judi_online_pinjol,judi_online_pinjol,"game slot merugikan semua orang,game setingan admin nya pendusta",judi_online_pinjol
UID036793,YouTube,judi_online_pinjol,judi_online_pinjol,makasih pencerahannya bang sangat bermanfat bagi kami yg judi slot.gbu,judi_online_pinjol
UID042795,YouTube,judi_online_pinjol,judi_online_pinjol,kalo togel kurang lebih sama ya bang??,judi_online_pinjol
UID021698,YouTube,malware_apk,judi_online_pinjol,main slot aja bang kemrian aku jp 1 jt modal 25 k,judi_online_pinjol
UID045512,YouTube,judi_online_pinjol,judi_online_pinjol,jujur bpk ku juga pernah teropsesi sama judi tapi setelah di peringatin sama mama aku kalo judi itu gak baik bikin keluarga rusak dan akhirnya bpk ku berhenti main judi pas tahun 2021,judi_online_pinjol
UID046416,YouTube,judi_online_pinjol,judi_online_pinjol,kalau aku jadi dia aku tidak akan main judi,judi_online_pinjol
UID036083,YouTube,judi_online_pinjol,judi_online_pinjol,rahmat terbesar diberikan tuhan yang maha esa. aku tidak menyentuh judi apapun itu ( gak niat main) .,judi_online_pinjol
UID035153,YouTube,judi_online_pinjol,judi_online_pinjol,"saya pengen balik sini lagi,biar saya ingat terus bahwa slot itu settingan",judi_online_pinjol
UID041361,YouTube,judi_online_pinjol,judi_online_pinjol,cara main bandar togel gimana cara main curang nya ?,judi_online_pinjol
UID001074,X,judi_online_pinjol,judi_online_pinjol,"[USER] mantap polri, gas terus judi online yang meresahkan masyarakat",judi_online_pinjol
UID022499,YouTube,malware_apk,phishing_rekayasa_sosial,bnraan aku jgg hbs ketipu pinjol,phishing_rekayasa_sosial
UID031676,YouTube,judi_online_pinjol,judi_online_pinjol,mkasih bang marsell...tdinya saya agak sulit buat ngilangin kebiasaan judol slot...tp setelah liat video ini saya mulai sadar,judi_online_pinjol
UID044363,YouTube,judi_online_pinjol,judi_online_pinjol,semoga lekas di sembuhkan saudara2 kita yg sudah kecanduan gacor dan runkad!,judi_online_pinjol
UID034372,YouTube,judi_online_pinjol,judi_online_pinjol,yang lebih keren muka mantan karyawan judol nya berani liatin muka padahal nyawa taruhanya,judi_online_pinjol
UID036910,YouTube,judi_online_pinjol,judi_online_pinjol,"sekelas menkominfo aja yg harusnya memberantas judol malah ikut beraksi bersama judol dan akhirnya kebongkar juga kan baru-baru ini. tapi 2 orang ini dengan tulusnya mengingatkan untuk kalian para pecandu. yuk stop sebelum waktu kalian habis dan barang-barang kalian ikut habis. kita semua pada dasarnya orang baik, namun hanya karena tekanan yg membuat kita menjadi orang jahat. kita ikhtiar dijalan yg benar aja guys, jalanin juga untuk ibadahnya biar proses cari nafkahnya dilancarin guys.",judi_online_pinjol
UID054827,X,peretasan_pencurian_identitas,peretasan_pencurian_identitas,[USER] yang tau jasa hack wa? urgent bgt plis,peretasan_pencurian_identitas
UID032336,YouTube,judi_online_pinjol,judi_online_pinjol,udah nonton jni alhmdllh saya depo buktiin judol nipu apa gak.. ternyata q menang depo 200. wede 1.9jt,judi_online_pinjol
UID003316,YouTube,deepfake_penipuan_ai,peretasan_pencurian_identitas,"itulah maka y, jaga face reveal anda di jejak internet publik anda contoh kaya fb yg minta vidio in wajah untuk buat akun, gw skeptis bgt ih ngeri kebocoran data, akhir y gw gak punya akun fb dan gak niat bikin akun fb",peretasan_pencurian_identitas
UID042026,YouTube,judi_online_pinjol,judi_online_pinjol,bang hati2 abis ini videonya dipotong2 buat iklan judol,judi_online_pinjol
UID036379,YouTube,judi_online_pinjol,judi_online_pinjol,"bang, tanyain sama dia yg bisa bikin situs slot,. link superwd88 dia yg bikin bukan ?? asu gua di blok pas mau wede 8jt ,. pdhal depo hmpir gope ,. bilangin bng buka id gua ,. bikin orng trouma aja",judi_online_pinjol
UID001406,X,deepfake_penipuan_ai,deepfake_penipuan_ai,deepfake makin canggih. besok-besok ada penipuan &amp; pelecehan pakai muka kita &gt; setelah 22 &gt; indomaret &gt; arsenal &gt; after 22 &gt; arteta &gt; ufo &gt; copot gubernur bi &gt; the gunners &gt; copot gubernur bi &gt; pagii &gt; sarapan,deepfake_penipuan_ai
UID052485,YouTube,malware_apk,malware_apk,"kalo ngomongin orang awam, bocah² awam yg udah nge-allow install unknown app banyak gan, biasanya mereka asal ikut² tutorial aja buat install game mod, tanpa tau esensi dr tiap stepnya, jd ketika mau install apk penipuan gitu devicenya dah g minta konfirmasi lg kalo ngomongin orang tua yg awam sih iya, emang jarang ngubah² settingan begituan",malware_apk
UID040184,YouTube,judi_online_pinjol,judi_online_pinjol,sudah tau judi kok bilang penipuan sih bego,judi_online_pinjol
UID039605,YouTube,judi_online_pinjol,judi_online_pinjol,depo lagi jam gacor sekarang,judi_online_pinjol
UID041126,YouTube,judi_online_pinjol,judi_online_pinjol,"yaampun sedih dengernya bang, semoga bisa konsisten jangan main judol lagi, dan semoga ekonomi cepat membaik",judi_online_pinjol
UID044250,YouTube,judi_online_pinjol,judi_online_pinjol,mantap bang.ini vidio tak scrensut tak kirim k situs judol bandar judol emang penipu bang trim....,judi_online_pinjol
UID044904,YouTube,judi_online_pinjol,judi_online_pinjol,gimana juga biar di akalin gimana juga bandar pasti menang. berpikirlah waras buat yang suka judol.,judi_online_pinjol
UID039365,YouTube,judi_online_pinjol,judi_online_pinjol,jangan goyah 2 orang ini berani tunjukkan wajah tanpa di masker lanjut jgn takut bandar biar cepet miskin..judol itu penipuan,judi_online_pinjol
UID034432,YouTube,judi_online_pinjol,judi_online_pinjol,ini bodoh lagi.. judi dari jaman dulu itu penipuan mau di casino kek di onlen sama aja. yang bodoh lagi ya yang maen judi.. gara2 pengen cepet kaya..,judi_online_pinjol
UID046804,YouTube,judi_online_pinjol,judi_online_pinjol,"hai kak, walaupun kita butuh banget uang kita harus usaha bukanya ngejudi di agama islam judi itu haram dan bikin orang ketagihan dan orangnya malah gk punya apa apa orangnya manjadi gila",judi_online_pinjol
UID053831,X,penipuan_ewallet_qris,penipuan_ewallet_qris,bajindul iki bocahe [EMOSI_MARAH] polisi menangkap pria yang memasang qris palsu di masjid nurul iman blok m square. pelaku bernama muhammad iman mahlil lubis (38). ia ditangkap pada selasa (11/4) pagi. [URL],penipuan_ewallet_qris
UID038882,YouTube,judi_online_pinjol,judi_online_pinjol,"saya suka nonton konten kyak gini, edukasi penipuan judol, tpi knapa gua masih suka main??",judi_online_pinjol
UID044547,YouTube,judi_online_pinjol,judi_online_pinjol,gue baru jp maxwin cok... oalahhhh... kwlwkwl,judi_online_pinjol
UID039704,YouTube,judi_online_pinjol,judi_online_pinjol,"gmn judol mau dihilangkan, oknum yg membekengi adalah pejabat, dan masyarakat jg larinya ke judol krn praktis dalam mencari uang dan jg keadaan ekonomi yg susah tp menurut ku, bukan masyarakatnya yg diedukasi, gak akan bisa, krn itu ku bilang tadi, praktis dan keadaan ekonomi skrg yg susah. yg seharusnya dimusnahkan itu yg membekingi, yg memelihara judol itu. sebagai contoh kita mau mematikan sebuah pohon, gak mungkin pohon itu akan mati cuma dgn memotong rantingnya, yg harus dipotong itu akarnya.",judi_online_pinjol
UID033393,YouTube,judi_online_pinjol,judi_online_pinjol,"parahnya kalau lu share nih video di tempat yang tepat lu bakal dapat ancaman, gua ngalamin share nih video di grup judol langsung diancam",judi_online_pinjol
UID001119,X,judi_online_pinjol,judi_online_pinjol,"sebutkan ke tololan kalian. w duluan. data w dipake buat pinjol sampe puluhan juta. skrng bayarnya ngadet2, perbulan cuma bayar paling banyak 2jt. w gatau dulu knp bisa ter-enyuh hati w buat bantuin org itu yg akhirnya skrng w bingung bayarnya begimana. tolol maksimal. bye",judi_online_pinjol
UID036540,YouTube,judi_online_pinjol,judi_online_pinjol,"apa ini berlaku untuk semua jenis permainan slot,dadu,togel dll",judi_online_pinjol
UID004807,YouTube,penipuan_ewallet_qris,phishing_rekayasa_sosial,"mungkin ibu itu gak sengaja tekan link gak jelas. terus ada app yg instal di background yg gak bakal nemu di layar app maupun seting. soalnya skrg lagi marak yg sebat link maut itu lewat wa di samarkan jadi tombol block, ato cek paket jnt,dll. kalo sudah nekan link itu maka hp itu sudah bisa di kendalikan sama hacker. pernah kena dulu. untung hp itu gak ada mbanking. cuman ada pulsa. wa aja tanpa otp dia bisa ambil alih. padahal gak permah saya kasihin otp. sepertinya dia bisa pantau sms yg masuk ke hp saya",phishing_rekayasa_sosial
